id_client,age,region,revenu_annuel,anciennete_contrat,nombre_sinistres,montant_total_sinistres,type_contrat,franchise,smoker,participation_prevention,contacts_service_client,probabilite_sinistre,montant_sinistre_estime
565,50,Auvergne-Rhône-Alpes,39269,1,0,0,Tous risques,300,Oui,Non,3,0.22,8726
566,25,Provence-Alpes-Côte d'Azur,44222,19,1,3243,Tous risques,300,Non,Oui,1,0.31,13381
567,70,Nouvelle-Aquitaine,50143,6,3,13130,Tous risques,300,Oui,Non,2,0.53,3861
568,77,Nouvelle-Aquitaine,37156,11,1,1283,Tous risques,800,Oui,Non,3,0.34,2110
569,61,Nouvelle-Aquitaine,16371,17,0,0,Tiers,500,Non,Non,5,0.22,7747
570,61,Île-de-France,44467,2,1,2504,Tiers,500,Non,Non,2,0.37,12262
571,22,Provence-Alpes-Côte d'Azur,29337,6,0,0,Tous risques,300,Non,Non,5,0.17,9992
572,56,Provence-Alpes-Côte d'Azur,30229,10,2,12225,Tiers,300,Non,Non,2,0.2,9741
573,21,Bretagne,38574,17,0,0,Tous risques,300,Non,Oui,4,0.24,753
574,23,Bretagne,41795,11,1,4192,Tous risques,1000,Non,Oui,2,0.47,5103
575,62,Bretagne,36801,5,1,3413,Tous risques,1000,Non,Non,2,0.19,14122
576,49,Nouvelle-Aquitaine,42628,4,2,3939,Tous risques,500,Non,Oui,1,0.29,2446
577,69,Provence-Alpes-Côte d'Azur,26517,0,2,3420,Tiers,500,Non,Non,2,0.37,11032
578,47,Nouvelle-Aquitaine,34487,11,1,5564,Tiers,300,Non,Oui,1,0.48,11510
579,64,Île-de-France,45189,10,0,0,Tous risques,1000,Non,Oui,1,0.11,11126
580,52,Bretagne,56273,3,2,7499,Tiers,800,Non,Non,0,0.42,14844
581,72,Nouvelle-Aquitaine,60517,17,1,4956,Tous risques,1000,Non,Non,2,0.46,6433
582,57,Nouvelle-Aquitaine,40195,3,3,19460,Tous risques,500,Non,Non,5,0.07,10391
583,69,Île-de-France,45080,16,2,3081,Tiers,1000,Non,Oui,3,0.38,3307
584,33,Auvergne-Rhône-Alpes,58778,1,0,0,Tiers,500,Non,Oui,1,0.34,6295
585,30,Provence-Alpes-Côte d'Azur,26949,1,1,4700,Tous risques,300,Non,Non,2,0.39,7627
586,67,Auvergne-Rhône-Alpes,42556,11,0,0,Tous risques,800,Non,Non,2,0.26,3614
587,77,Bretagne,44220,5,0,0,Tiers,300,Oui,Non,2,0.64,13648
588,59,Nouvelle-Aquitaine,52374,9,2,10206,Tous risques,300,Non,Oui,3,0.2,10884
589,47,Île-de-France,21354,15,2,11537,Tous risques,800,Non,Non,6,0.2,4614
590,36,Île-de-France,23727,13,0,0,Tous risques,800,Non,Non,3,0.17,2456
591,34,Provence-Alpes-Côte d'Azur,35256,6,3,12603,Tiers,800,Non,Non,3,0.21,4674
592,73,Auvergne-Rhône-Alpes,39532,18,0,0,Tiers,500,Non,Non,3,0.24,9533
593,36,Provence-Alpes-Côte d'Azur,48474,16,2,12470,Tous risques,300,Oui,Non,1,0.13,12482
594,45,Nouvelle-Aquitaine,41210,8,0,0,Tous risques,500,Oui,Non,2,0.23,7795
595,75,Provence-Alpes-Côte d'Azur,33183,12,2,11695,Tous risques,800,Non,Non,2,0.07,1986
596,72,Île-de-France,39997,4,2,6417,Tous risques,500,Non,Non,0,0.08,4115
597,43,Île-de-France,38612,4,3,5251,Tous risques,800,Non,Oui,2,0.38,5504
598,54,Bretagne,55940,9,0,0,Tiers,1000,Oui,Oui,3,0.4,9723
599,43,Bretagne,36987,9,0,0,Tous risques,800,Oui,Non,2,0.24,4076
600,70,Nouvelle-Aquitaine,30402,6,3,7396,Tous risques,300,Non,Oui,1,0.44,3891
601,79,Auvergne-Rhône-Alpes,40395,14,2,8724,Tiers,300,Oui,Oui,2,0.02,4649
602,40,Provence-Alpes-Côte d'Azur,37381,6,2,2260,Tiers,300,Oui,Non,1,0.29,9091
603,26,Nouvelle-Aquitaine,16148,14,2,8246,Tous risques,500,Non,Non,2,0.25,7643
604,29,Bretagne,34812,2,1,3350,Tiers,300,Non,Non,0,0.29,12703
605,70,Provence-Alpes-Côte d'Azur,33791,18,3,13388,Tiers,800,Non,Non,0,0.15,10620
606,18,Bretagne,28473,9,2,10429,Tous risques,1000,Non,Non,4,0.38,10168
607,75,Provence-Alpes-Côte d'Azur,47426,14,3,14413,Tous risques,300,Non,Non,3,0.45,2742
608,75,Auvergne-Rhône-Alpes,25571,2,1,6907,Tous risques,500,Non,Non,0,0.22,1300
609,18,Nouvelle-Aquitaine,40467,5,1,1829,Tous risques,1000,Non,Oui,0,0.29,7894
610,64,Provence-Alpes-Côte d'Azur,33225,11,0,0,Tiers,300,Oui,Oui,3,0.21,1538
611,51,Île-de-France,36292,14,0,0,Tiers,300,Non,Non,2,0.3,5778
612,49,Île-de-France,39941,5,0,0,Tiers,1000,Non,Oui,4,0.44,878
613,79,Provence-Alpes-Côte d'Azur,19309,12,1,4982,Tiers,300,Oui,Oui,4,0.32,3063
614,71,Provence-Alpes-Côte d'Azur,37299,18,3,11816,Tous risques,500,Non,Oui,1,0.18,2100
615,65,Provence-Alpes-Côte d'Azur,62467,2,1,4104,Tous risques,800,Non,Non,0,0.13,12114
616,42,Île-de-France,16318,7,1,3594,Tous risques,800,Non,Non,3,0.32,5518
617,57,Île-de-France,34308,7,0,0,Tiers,1000,Non,Non,3,0.71,1643
618,62,Provence-Alpes-Côte d'Azur,48478,19,1,6565,Tiers,800,Non,Oui,1,0.06,4349
619,70,Bretagne,38619,14,2,5692,Tous risques,300,Non,Non,1,0.03,10400
620,18,Bretagne,43255,3,1,1669,Tous risques,300,Non,Oui,4,0.13,11311
621,33,Auvergne-Rhône-Alpes,6492,18,1,6038,Tiers,500,Non,Non,2,0.07,2238
622,78,Nouvelle-Aquitaine,42178,2,2,13966,Tous risques,800,Non,Non,1,0.13,11789
623,56,Bretagne,25859,12,4,11022,Tiers,1000,Oui,Non,1,0.13,5873
624,22,Île-de-France,38718,7,1,3146,Tiers,300,Non,Non,1,0.2,10351
625,39,Bretagne,34646,15,0,0,Tous risques,1000,Non,Non,3,0.43,10236
626,46,Auvergne-Rhône-Alpes,62339,12,2,10533,Tiers,300,Oui,Non,1,0.53,12007
627,72,Auvergne-Rhône-Alpes,41560,2,0,0,Tous risques,300,Non,Non,2,0.2,10609
628,20,Nouvelle-Aquitaine,33648,15,1,4486,Tiers,500,Non,Non,2,0.52,1063
629,29,Bretagne,16883,8,0,0,Tiers,800,Non,Non,1,0.32,8032
630,43,Île-de-France,36453,13,0,0,Tiers,500,Oui,Non,2,0.48,2909
631,33,Île-de-France,44878,12,1,5450,Tous risques,800,Non,Non,1,0.29,14564
632,68,Provence-Alpes-Côte d'Azur,34033,6,0,0,Tous risques,1000,Non,Non,0,0.15,4209
633,54,Île-de-France,28932,14,1,2068,Tous risques,800,Non,Oui,0,0.47,6591
634,39,Nouvelle-Aquitaine,28128,6,5,29740,Tous risques,1000,Oui,Non,5,0.43,3352
635,74,Nouvelle-Aquitaine,41421,5,2,5313,Tous risques,300,Non,Non,1,0.15,2451
636,46,Île-de-France,44112,1,0,0,Tiers,1000,Non,Non,0,0.3,9213
637,31,Île-de-France,51334,8,2,6375,Tiers,1000,Non,Oui,5,0.54,7651
638,45,Provence-Alpes-Côte d'Azur,23060,16,2,12291,Tiers,300,Non,Non,2,0.1,5932
639,22,Île-de-France,41311,4,3,7792,Tiers,1000,Non,Non,2,0.44,1738
640,64,Provence-Alpes-Côte d'Azur,33539,11,3,12261,Tous risques,1000,Non,Non,3,0.14,11171
641,66,Provence-Alpes-Côte d'Azur,33893,0,2,3282,Tiers,300,Non,Non,2,0.13,584
642,47,Île-de-France,39821,9,0,0,Tiers,300,Non,Non,0,0.25,7136
643,63,Auvergne-Rhône-Alpes,39891,10,2,12032,Tiers,300,Non,Non,1,0.17,9672
644,79,Auvergne-Rhône-Alpes,41345,15,0,0,Tous risques,800,Non,Oui,2,0.12,6745
645,69,Provence-Alpes-Côte d'Azur,22310,13,0,0,Tous risques,300,Oui,Non,0,0.27,2330
646,22,Île-de-France,26002,7,1,1270,Tous risques,300,Non,Non,0,0.13,11784
647,29,Auvergne-Rhône-Alpes,52830,16,1,6600,Tiers,1000,Non,Non,0,0.37,5197
648,33,Île-de-France,32353,17,2,10465,Tiers,500,Oui,Non,1,0.41,2453
649,43,Île-de-France,38672,11,4,21900,Tiers,500,Non,Non,2,0.06,8478
650,43,Île-de-France,47655,16,0,0,Tous risques,800,Oui,Non,2,0.29,777
651,65,Bretagne,40561,13,1,5486,Tiers,800,Non,Non,1,0.4,5198
652,38,Île-de-France,41558,15,1,3646,Tous risques,500,Non,Non,0,0.51,11384
653,56,Bretagne,45734,13,2,10803,Tous risques,500,Non,Non,3,0.24,13734
654,53,Provence-Alpes-Côte d'Azur,9600,8,1,4750,Tiers,300,Non,Non,3,0.08,9080
655,50,Auvergne-Rhône-Alpes,29120,3,0,0,Tiers,1000,Non,Non,3,0.17,3655
656,79,Auvergne-Rhône-Alpes,40623,10,3,17444,Tiers,300,Non,Oui,1,0.76,3690
657,47,Auvergne-Rhône-Alpes,51651,5,2,2496,Tous risques,800,Non,Non,2,0.24,9256
658,54,Auvergne-Rhône-Alpes,35793,14,3,9819,Tous risques,500,Non,Non,1,0.24,6398
659,40,Auvergne-Rhône-Alpes,24863,4,2,2416,Tous risques,800,Non,Oui,2,0.15,3070
660,75,Auvergne-Rhône-Alpes,25182,10,2,3224,Tous risques,300,Non,Non,2,0.19,11917
661,27,Auvergne-Rhône-Alpes,45606,17,0,0,Tous risques,800,Non,Non,1,0.29,3403
662,71,Provence-Alpes-Côte d'Azur,32386,12,1,6242,Tous risques,800,Non,Non,0,0.2,5163
663,22,Île-de-France,34913,10,3,5156,Tiers,1000,Non,Non,0,0.3,1390
664,53,Nouvelle-Aquitaine,42380,13,3,11119,Tiers,800,Non,Non,3,0.54,10669
665,51,Bretagne,181,17,1,6465,Tiers,300,Oui,Non,2,0.28,4491
666,69,Nouvelle-Aquitaine,59004,18,3,17657,Tous risques,1000,Non,Non,0,0.31,3876
667,48,Nouvelle-Aquitaine,26227,14,2,8236,Tiers,800,Non,Non,1,0.43,4898
668,27,Île-de-France,37903,8,1,5629,Tous risques,300,Non,Non,0,0.66,13174
669,75,Île-de-France,14543,7,0,0,Tiers,500,Non,Non,1,0.27,8011
670,36,Île-de-France,29929,19,0,0,Tous risques,1000,Non,Non,2,0.35,2789
671,75,Auvergne-Rhône-Alpes,49936,0,0,0,Tiers,800,Oui,Oui,1,0.4,11729
672,49,Provence-Alpes-Côte d'Azur,12005,3,1,2130,Tiers,800,Non,Oui,3,0.3,3522
673,18,Auvergne-Rhône-Alpes,48514,13,0,0,Tous risques,1000,Non,Non,3,0.62,6480
674,73,Provence-Alpes-Côte d'Azur,31715,1,3,19749,Tous risques,300,Non,Oui,3,0.33,8737
675,22,Provence-Alpes-Côte d'Azur,40845,15,1,5798,Tous risques,800,Non,Non,1,0.43,8974
676,62,Nouvelle-Aquitaine,42890,2,1,3596,Tiers,300,Oui,Non,2,0.18,1500
677,21,Nouvelle-Aquitaine,40297,7,1,3958,Tiers,1000,Non,Oui,2,0.16,12633
678,33,Provence-Alpes-Côte d'Azur,24620,5,2,5187,Tous risques,800,Non,Oui,1,0.27,7451
679,41,Provence-Alpes-Côte d'Azur,30625,15,0,0,Tous risques,500,Non,Non,1,0.61,14844
680,33,Auvergne-Rhône-Alpes,17461,15,3,17449,Tiers,500,Non,Non,0,0.5,10902
681,72,Auvergne-Rhône-Alpes,40901,6,2,4866,Tous risques,500,Non,Non,1,0.43,14892
682,19,Nouvelle-Aquitaine,55424,12,3,3752,Tous risques,1000,Oui,Non,0,0.08,7075
683,66,Île-de-France,13106,12,1,4743,Tous risques,800,Non,Oui,1,0.25,2541
684,45,Provence-Alpes-Côte d'Azur,25860,4,1,4375,Tiers,1000,Non,Oui,0,0.57,11045
685,49,Auvergne-Rhône-Alpes,32818,19,0,0,Tiers,800,Non,Non,3,0.59,11777
686,44,Nouvelle-Aquitaine,37080,17,1,4863,Tous risques,500,Non,Non,3,0.6,12866
687,37,Auvergne-Rhône-Alpes,45550,14,2,8607,Tous risques,500,Non,Non,3,0.05,4871
688,41,Provence-Alpes-Côte d'Azur,33173,17,2,5006,Tous risques,300,Non,Non,1,0.31,7904
689,29,Provence-Alpes-Côte d'Azur,31208,1,3,10159,Tiers,1000,Oui,Non,0,0.31,12933
690,67,Bretagne,48237,9,1,3568,Tiers,1000,Non,Oui,2,0.19,13038
691,52,Île-de-France,42943,12,1,6281,Tous risques,300,Oui,Oui,2,0.62,872
692,77,Bretagne,41467,17,0,0,Tiers,500,Non,Non,1,0.12,10228
693,50,Nouvelle-Aquitaine,36350,14,3,19074,Tiers,500,Non,Non,2,0.17,9224
694,50,Auvergne-Rhône-Alpes,46797,11,0,0,Tiers,1000,Non,Oui,1,0.06,1708
695,78,Nouvelle-Aquitaine,27124,14,1,4509,Tous risques,800,Non,Non,6,0.13,13986
696,68,Provence-Alpes-Côte d'Azur,25487,12,2,10271,Tiers,500,Non,Non,0,0.34,6957
697,60,Bretagne,43953,17,1,6634,Tous risques,300,Non,Non,0,0.29,10276
698,54,Bretagne,15499,14,0,0,Tous risques,300,Non,Oui,1,0.23,13300
699,29,Bretagne,36106,10,1,4210,Tous risques,300,Non,Non,3,0.2,2386
700,20,Nouvelle-Aquitaine,31201,18,4,20550,Tous risques,1000,Non,Non,1,0.19,12909
701,18,Provence-Alpes-Côte d'Azur,18130,2,0,0,Tiers,1000,Non,Oui,2,0.25,11002
702,50,Auvergne-Rhône-Alpes,23824,6,1,2513,Tous risques,1000,Non,Non,3,0.58,12674
703,57,Auvergne-Rhône-Alpes,33692,13,2,9040,Tous risques,1000,Oui,Non,1,0.43,7675
704,27,Nouvelle-Aquitaine,47407,13,2,11550,Tous risques,300,Non,Non,2,0.39,985
705,60,Bretagne,27164,12,1,3850,Tous risques,300,Oui,Non,1,0.52,10222
706,61,Île-de-France,49560,11,0,0,Tous risques,1000,Non,Oui,2,0.3,5930
707,46,Nouvelle-Aquitaine,35758,8,1,3159,Tous risques,1000,Oui,Non,5,0.07,6335
708,30,Nouvelle-Aquitaine,50724,0,0,0,Tiers,300,Oui,Non,0,0.47,6898
709,29,Provence-Alpes-Côte d'Azur,27746,18,2,8407,Tous risques,1000,Non,Non,2,0.31,7647
710,48,Auvergne-Rhône-Alpes,34414,10,1,4575,Tous risques,1000,Non,Non,3,0.43,10098
711,63,Nouvelle-Aquitaine,39421,18,1,1188,Tiers,1000,Non,Oui,0,0.66,11038
712,19,Nouvelle-Aquitaine,32845,17,2,4043,Tous risques,1000,Non,Non,1,0.05,11764
713,78,Bretagne,46436,11,1,4797,Tiers,500,Non,Oui,4,0.21,10238
714,68,Bretagne,8509,0,1,3519,Tous risques,1000,Non,Oui,1,0.49,12150
715,67,Île-de-France,64068,18,1,4048,Tous risques,300,Non,Non,2,0.33,2271
716,52,Provence-Alpes-Côte d'Azur,45293,19,0,0,Tous risques,300,Non,Non,3,0.31,12633
717,40,Île-de-France,32917,16,2,12009,Tous risques,300,Non,Oui,1,0.4,6115
718,34,Bretagne,28372,4,2,11414,Tiers,300,Non,Non,1,0.71,8167
719,43,Auvergne-Rhône-Alpes,24602,2,1,2112,Tiers,1000,Oui,Non,1,0.27,6789
720,25,Bretagne,42747,1,2,9611,Tiers,500,Non,Non,1,0.13,7397
721,46,Provence-Alpes-Côte d'Azur,46939,2,0,0,Tous risques,800,Oui,Non,2,0.09,4638
722,43,Bretagne,33049,7,2,9690,Tous risques,800,Non,Oui,2,0.29,2964
723,27,Provence-Alpes-Côte d'Azur,48283,15,2,5724,Tous risques,800,Non,Oui,0,0.1,2020
724,43,Provence-Alpes-Côte d'Azur,24112,5,2,9873,Tiers,800,Non,Non,3,0.09,7045
725,79,Provence-Alpes-Côte d'Azur,21994,12,0,0,Tous risques,300,Non,Oui,4,0.16,2316
726,51,Provence-Alpes-Côte d'Azur,56760,15,2,5819,Tiers,1000,Non,Oui,2,0.15,4052
727,68,Provence-Alpes-Côte d'Azur,42093,15,1,2440,Tous risques,1000,Non,Non,1,0.2,2437
728,58,Auvergne-Rhône-Alpes,51762,2,1,4341,Tous risques,800,Non,Non,0,0.11,2082
729,24,Île-de-France,24752,12,1,1649,Tous risques,800,Non,Non,1,0.45,13295
730,21,Nouvelle-Aquitaine,23917,13,2,13199,Tous risques,500,Non,Oui,5,0.37,10273
731,75,Île-de-France,30696,7,0,0,Tous risques,500,Non,Non,1,0.3,13894
732,70,Provence-Alpes-Côte d'Azur,25111,11,0,0,Tous risques,500,Non,Non,2,0.5,9838
733,67,Auvergne-Rhône-Alpes,43464,7,2,7958,Tous risques,300,Non,Oui,2,0.31,12737
734,62,Bretagne,25986,8,1,2661,Tous risques,1000,Non,Non,1,0.65,8551
735,28,Auvergne-Rhône-Alpes,20939,0,1,4209,Tiers,300,Non,Oui,3,0.31,7208
736,46,Provence-Alpes-Côte d'Azur,36704,5,0,0,Tiers,300,Non,Non,3,0.26,8162
737,73,Auvergne-Rhône-Alpes,19520,18,0,0,Tous risques,1000,Non,Non,3,0.05,5143
738,53,Auvergne-Rhône-Alpes,13406,10,2,5190,Tous risques,500,Non,Non,2,0.44,10040
739,42,Provence-Alpes-Côte d'Azur,36599,10,0,0,Tiers,1000,Non,Oui,5,0.17,13509
740,38,Auvergne-Rhône-Alpes,14009,12,0,0,Tous risques,800,Non,Oui,2,0.38,11844
741,78,Nouvelle-Aquitaine,44303,10,0,0,Tiers,500,Non,Non,1,0.14,7199
742,74,Nouvelle-Aquitaine,18255,17,1,4730,Tiers,1000,Non,Non,0,0.13,14331
743,53,Auvergne-Rhône-Alpes,8111,14,1,4608,Tous risques,300,Non,Oui,1,0.22,14788
744,27,Bretagne,31474,0,0,0,Tous risques,1000,Non,Oui,2,0.2,7649
745,54,Provence-Alpes-Côte d'Azur,36735,6,0,0,Tous risques,500,Oui,Non,1,0.14,13037
746,26,Nouvelle-Aquitaine,40897,12,0,0,Tous risques,800,Oui,Non,3,0.12,569
747,41,Bretagne,37064,11,1,1051,Tous risques,300,Non,Oui,0,0.45,1466
748,52,Auvergne-Rhône-Alpes,22288,17,1,1286,Tous risques,800,Non,Non,1,0.19,824
749,66,Bretagne,43556,18,3,6446,Tiers,800,Non,Non,1,0.65,11710
750,52,Île-de-France,46521,14,2,4007,Tiers,300,Non,Non,1,0.42,1656
751,65,Nouvelle-Aquitaine,20530,7,2,4174,Tiers,1000,Non,Non,2,0.16,747
752,53,Auvergne-Rhône-Alpes,32827,18,0,0,Tous risques,1000,Oui,Non,2,0.24,2637
753,35,Provence-Alpes-Côte d'Azur,31706,9,0,0,Tiers,800,Non,Oui,1,0.41,4941
754,66,Auvergne-Rhône-Alpes,37644,6,1,6950,Tiers,1000,Non,Oui,1,0.08,7238
755,56,Provence-Alpes-Côte d'Azur,32540,17,2,4722,Tiers,500,Non,Non,1,0.19,1448
756,49,Auvergne-Rhône-Alpes,34185,15,2,5729,Tous risques,800,Oui,Non,1,0.22,7735
757,41,Bretagne,42701,19,4,27621,Tiers,800,Non,Non,1,0.15,4096
758,40,Bretagne,21633,5,2,11981,Tous risques,800,Non,Non,4,0.06,4478
759,79,Bretagne,43848,8,2,7637,Tiers,500,Non,Non,0,0.55,12417
760,49,Île-de-France,48693,12,2,8655,Tiers,800,Non,Oui,1,0.29,14810
761,54,Provence-Alpes-Côte d'Azur,54609,7,1,6059,Tiers,1000,Non,Non,2,0.15,7226
762,29,Bretagne,9279,15,0,0,Tous risques,1000,Non,Non,2,0.18,5165
763,66,Île-de-France,32805,12,2,4472,Tous risques,1000,Oui,Oui,1,0.53,14005
764,72,Provence-Alpes-Côte d'Azur,11418,12,2,11941,Tiers,1000,Non,Non,3,0.27,7756
765,30,Auvergne-Rhône-Alpes,5779,16,2,8453,Tiers,800,Non,Non,1,0.3,11090
766,40,Île-de-France,36729,19,2,3836,Tous risques,500,Non,Non,3,0.31,6499
767,42,Nouvelle-Aquitaine,30210,4,0,0,Tiers,300,Oui,Oui,1,0.2,3436
768,52,Île-de-France,38598,16,2,6958,Tiers,1000,Non,Oui,0,0.28,9995
769,58,Île-de-France,40833,8,2,12522,Tiers,300,Oui,Non,2,0.11,10140
770,47,Provence-Alpes-Côte d'Azur,49974,1,0,0,Tiers,300,Oui,Non,4,0.12,7172
771,34,Auvergne-Rhône-Alpes,35647,17,1,6251,Tiers,800,Non,Oui,5,0.37,4414
772,66,Nouvelle-Aquitaine,70080,8,0,0,Tiers,1000,Non,Non,2,0.6,12561
773,79,Bretagne,38676,5,1,3426,Tiers,1000,Oui,Non,2,0.19,4492
774,37,Bretagne,57109,10,1,1971,Tous risques,1000,Oui,Non,0,0.25,10055
775,65,Île-de-France,7005,5,2,10409,Tiers,300,Non,Non,0,0.19,6067
776,42,Provence-Alpes-Côte d'Azur,51196,5,2,13121,Tous risques,1000,Non,Non,3,0.19,7350
777,39,Provence-Alpes-Côte d'Azur,32830,12,1,3252,Tiers,1000,Non,Oui,3,0.53,3565
778,30,Bretagne,11619,10,0,0,Tous risques,500,Non,Non,2,0.47,9917
779,76,Nouvelle-Aquitaine,40046,13,1,4329,Tiers,800,Non,Non,1,0.37,3774
780,36,Auvergne-Rhône-Alpes,31364,1,0,0,Tous risques,1000,Oui,Oui,3,0.16,7542
781,66,Nouvelle-Aquitaine,41960,7,1,1022,Tiers,1000,Oui,Non,2,0.38,5262
782,53,Auvergne-Rhône-Alpes,47132,2,0,0,Tous risques,800,Non,Non,3,0.26,14472
783,29,Bretagne,17130,2,0,0,Tiers,800,Oui,Non,1,0.14,14742
784,78,Auvergne-Rhône-Alpes,47179,0,2,5817,Tiers,300,Non,Non,3,0.29,11425
785,58,Provence-Alpes-Côte d'Azur,35077,18,4,14834,Tous risques,300,Non,Non,4,0.37,14766
786,36,Île-de-France,51234,17,1,2481,Tous risques,300,Non,Non,2,0.44,2146
787,29,Île-de-France,32538,16,0,0,Tiers,800,Non,Oui,1,0.4,14888
788,26,Bretagne,29355,19,0,0,Tous risques,500,Non,Non,1,0.47,2001
789,24,Provence-Alpes-Côte d'Azur,35324,12,2,8392,Tiers,1000,Oui,Non,0,0.16,6524
790,45,Nouvelle-Aquitaine,36222,2,0,0,Tiers,800,Non,Oui,3,0.23,3964
791,31,Provence-Alpes-Côte d'Azur,27046,0,2,5496,Tous risques,500,Oui,Non,5,0.58,14330
792,48,Île-de-France,29044,3,5,29682,Tiers,800,Non,Non,3,0.03,9718
793,69,Île-de-France,20277,12,0,0,Tous risques,500,Non,Non,0,0.25,9158
794,36,Provence-Alpes-Côte d'Azur,29784,16,1,4008,Tiers,800,Oui,Oui,0,0.27,14962
795,75,Provence-Alpes-Côte d'Azur,43115,10,1,4124,Tous risques,800,Non,Non,3,0.42,9380
796,64,Île-de-France,33351,1,2,7380,Tous risques,500,Oui,Oui,2,0.32,9869
797,33,Nouvelle-Aquitaine,47108,15,2,5073,Tous risques,500,Non,Non,0,0.08,1149
798,70,Bretagne,32774,1,0,0,Tous risques,500,Non,Non,1,0.46,12956
799,22,Bretagne,17821,18,1,1591,Tiers,500,Oui,Non,1,0.66,14566
800,52,Provence-Alpes-Côte d'Azur,42167,18,2,11089,Tous risques,500,Oui,Non,3,0.25,14424
801,29,Bretagne,26916,15,2,4682,Tiers,500,Non,Oui,5,0.38,3706
802,42,Île-de-France,32199,18,1,1334,Tous risques,500,Non,Non,3,0.35,3775
803,69,Île-de-France,49850,8,1,5785,Tous risques,500,Oui,Non,3,0.2,5807
804,76,Provence-Alpes-Côte d'Azur,21069,0,2,3848,Tous risques,800,Non,Non,1,0.11,4998
805,38,Provence-Alpes-Côte d'Azur,36976,9,2,9501,Tous risques,500,Non,Non,1,0.13,4931
806,53,Provence-Alpes-Côte d'Azur,34513,18,3,9095,Tiers,500,Oui,Oui,2,0.15,9275
807,70,Nouvelle-Aquitaine,43411,0,1,1758,Tous risques,800,Non,Oui,1,0.15,12181
808,40,Bretagne,45261,1,2,6973,Tiers,800,Non,Oui,2,0.43,14083
809,33,Provence-Alpes-Côte d'Azur,38166,15,0,0,Tous risques,300,Non,Non,2,0.01,1483
810,74,Auvergne-Rhône-Alpes,30675,11,1,6046,Tiers,300,Non,Oui,1,0.46,4530
811,56,Auvergne-Rhône-Alpes,40680,7,1,4080,Tous risques,500,Oui,Oui,5,0.34,4197
812,62,Île-de-France,51027,17,0,0,Tiers,500,Non,Non,1,0.33,5682
813,70,Bretagne,34672,1,2,4843,Tous risques,300,Non,Non,1,0.08,6652
814,59,Provence-Alpes-Côte d'Azur,31792,12,1,3687,Tiers,300,Oui,Non,4,0.12,6142
815,75,Auvergne-Rhône-Alpes,39658,5,1,2133,Tous risques,1000,Oui,Non,1,0.28,14306
816,56,Bretagne,35464,5,2,5223,Tiers,1000,Non,Non,0,0.25,6838
817,31,Île-de-France,18947,8,0,0,Tous risques,500,Non,Non,1,0.14,8498
818,48,Nouvelle-Aquitaine,37871,15,0,0,Tiers,1000,Non,Non,3,0.16,11355
819,75,Bretagne,18838,10,2,6822,Tous risques,300,Non,Non,5,0.16,11013
820,22,Bretagne,39493,6,1,5301,Tiers,500,Non,Oui,5,0.11,8952
821,52,Nouvelle-Aquitaine,25434,9,2,12520,Tous risques,800,Non,Oui,2,0.3,12982
822,40,Bretagne,35442,9,1,2297,Tiers,800,Oui,Oui,4,0.08,9550
823,46,Île-de-France,39687,19,3,17529,Tous risques,300,Non,Non,1,0.35,13184
824,60,Île-de-France,64446,17,0,0,Tiers,1000,Non,Non,3,0.42,4890
825,28,Nouvelle-Aquitaine,43912,19,2,6283,Tiers,800,Non,Non,3,0.46,2414
826,35,Provence-Alpes-Côte d'Azur,51377,8,3,20811,Tous risques,1000,Non,Oui,2,0.31,12383
827,64,Auvergne-Rhône-Alpes,57460,14,1,2575,Tiers,800,Non,Non,2,0.13,6046
828,29,Provence-Alpes-Côte d'Azur,40871,3,0,0,Tiers,1000,Non,Non,1,0.43,9940
829,26,Bretagne,38428,7,2,11267,Tous risques,800,Non,Non,4,0.67,11191
830,27,Auvergne-Rhône-Alpes,22199,8,0,0,Tous risques,800,Non,Oui,3,0.06,5237
831,75,Nouvelle-Aquitaine,33600,12,0,0,Tous risques,500,Non,Oui,1,0.68,7824
832,61,Nouvelle-Aquitaine,26322,8,2,4143,Tiers,500,Oui,Non,2,0.14,13476
833,34,Auvergne-Rhône-Alpes,30187,3,2,11183,Tiers,300,Non,Non,1,0.13,13257
834,78,Île-de-France,57447,16,0,0,Tous risques,800,Non,Oui,1,0.32,11365
835,55,Auvergne-Rhône-Alpes,36375,15,2,8798,Tiers,1000,Non,Oui,0,0.27,11559
836,24,Bretagne,24489,14,3,20231,Tous risques,800,Non,Non,2,0.02,13516
837,63,Île-de-France,51494,2,1,2908,Tiers,1000,Non,Non,1,0.04,11176
838,30,Nouvelle-Aquitaine,46463,19,3,6953,Tous risques,1000,Non,Oui,1,0.16,5423
839,57,Auvergne-Rhône-Alpes,47091,4,0,0,Tous risques,800,Non,Non,0,0.25,2251
840,59,Provence-Alpes-Côte d'Azur,10926,4,0,0,Tous risques,1000,Non,Non,1,0.47,6617
841,26,Provence-Alpes-Côte d'Azur,58384,19,1,2349,Tiers,300,Non,Non,0,0.13,1766
842,67,Bretagne,28297,14,1,1459,Tous risques,500,Non,Non,3,0.46,2178
843,44,Provence-Alpes-Côte d'Azur,44335,17,1,5863,Tiers,1000,Non,Non,2,0.47,14277
844,75,Auvergne-Rhône-Alpes,65285,14,2,13718,Tous risques,800,Non,Non,0,0.21,10300
845,19,Auvergne-Rhône-Alpes,60863,1,0,0,Tous risques,500,Non,Non,1,0.31,12848
